timestamp_utc,symbol,signal,entry,sl,tp,lots,status,exit_price,pips_profit,profit
0.00015457676024266398,9.48000000000615e-05,2.1000000000048757e-05,1.860000000020179e-05,57.853364756648645,0.00014357142857141753,18.88246055057247,3.0,,EURUSD,buy,2025-10-27T22:00:36.962252,1.16485,1.0,1.1647064285714286,1.16495,open
0.00012022636907760287,9.160000000019153e-05,1.6999999999933735e-05,1.779999999995674e-05,56.493613481339224,0.00014571428571427285,19.046229761960323,29.0,,EURUSD,buy,2025-10-27T22:01:20.086028,1.16478,1.0,1.1646342857142857,1.16488,open
9.446357570386255e-05,8.920000000012251e-05,1.399999999995849e-05,1.7200000000050508e-05,55.41479444094546,0.00014571428571427285,19.046229761960323,46.0,,EURUSD,buy,2025-10-27T22:01:40.777712,1.16475,1.0,1.1646042857142858,1.16485,open
0.00012022636907760287,9.160000000019153e-05,1.6999999999933735e-05,1.779999999995674e-05,56.493613481339224,0.00014571428571427285,19.046229761960323,62.0,,EURUSD,buy,2025-10-27T22:02:01.758573,1.16478,1.0,1.1646342857142857,1.16488,open
0.00013740156466024445,9.319999999979345e-05,1.89999999997692e-05,1.8200000000190286e-05,57.18428222058754,0.00014571428571427285,19.046229761960323,95.0,,EURUSD,buy,2025-10-27T22:02:23.842636,1.1648,1.0,1.1646542857142859,1.1649,open
0.00010305117349518333,9.000000000014552e-05,1.5000000000098268e-05,1.740000000016728e-05,55.78029677761019,0.00014571428571427285,19.046229761960323,116.0,,EURUSD,buy,2025-10-27T22:04:11.810702,1.16476,1.0,1.1646142857142858,1.16486,open
0.00011163877128650412,9.080000000016852e-05,1.6000000000016e-05,1.760000000006201e-05,56.13985518305065,0.00014571428571427285,19.046229761960323,117.0,,EURUSD,buy,2025-10-27T22:04:33.011718,1.16477,1.0,1.164624285714286,1.16487,open
0.00016316435803398477,9.56000000000845e-05,2.199999999996649e-05,1.8800000000096517e-05,58.180124991904364,0.00014571428571427285,19.046229761960323,119.0,,EURUSD,buy,2025-10-27T22:04:54.049288,1.16472,1.0,1.1645742857142858,1.16482,open
1.7173425840733003e-05,9.619999999999074e-05,2.1999999999744446e-05,1.5799999999899228e-05,56.54753191555047,0.000139285714285691,19.736887704529043,3.0,,EURUSD,buy,2025-10-27T22:05:16.455795,1.16479,1.0,1.1646507142857143,1.16489,open
2.5760138761210527e-05,9.69999999997917e-05,2.299999999966218e-05,1.6000000000016e-05,56.92125142609488,0.00013999999999998142,19.736887704529018,7.0,,EURUSD,buy,2025-10-27T22:05:45.970079,1.16479,1.0,1.16465,1.16489,open
